行 ID,オーダー ID,オーダー日,出荷日,出荷モード,顧客 ID,顧客名,顧客区分,市区町村,都道府県,国/領域,地域,製品 ID,カテゴリ,サブカテゴリ,製品名,売上,数量,割引率,利益,緯度,経度,地域マネージャー,予算,返品
5076,JP-2016-1229859,2016-09-08 00:00:00,2016-09-12 00:00:00,通常配送,泉和-15655,泉 和也,大企業,延岡市,宮崎県,日本,九州,家具-本棚-10002855,家具,本棚,"Sauder 書庫, 従来型",25842,1,0,11886,31.9111,131.4239,矢幡 翔太,35000000,
5077,JP-2016-1229859,2016-09-08 00:00:00,2016-09-12 00:00:00,通常配送,泉和-15655,泉 和也,大企業,延岡市,宮崎県,日本,九州,家電-付属-10004928,家電,付属品,"サンディスク メモリ カード, リサイクル",14696,2,0,4260,31.9111,131.4239,矢幡 翔太,35000000,
5078,JP-2017-1049507,2017-11-06 00:00:00,2017-11-11 00:00:00,通常配送,満昭-15580,満永 昭夫,消費者,稲沢市,愛知県,日本,中部地方,家電-付属-10003063,家電,付属品,"メモレックス ルータ, プログラミング可能",33028,2,0,6604,35.1802,136.9066,辻岡 美羽,40000000,
5079,JP-2018-1976108,2018-08-23 00:00:00,2018-08-28 00:00:00,セカンド クラス,山凛-15220,山野井 凛,大企業,新宿区,東京都,日本,関東地方,事務用-クリ-10004465,事務用品,クリップ,"Accos クランプ, 12 パック",3197.7,3,0.15,749.7,35.6895,139.6917,中吉 孝,50000000,
5080,JP-2018-1976108,2018-08-23 00:00:00,2018-08-28 00:00:00,セカンド クラス,山凛-15220,山野井 凛,大企業,新宿区,東京都,日本,関東地方,事務用-アプ-10001315,事務用品,アプライアンス,"フーバー 電子レンジ, 赤",34979.2,2,0.15,4523.2,35.6895,139.6917,中吉 孝,50000000,
5081,JP-2018-3241188,2018-10-22 00:00:00,2018-10-26 00:00:00,通常配送,浜重-19690,浜砂 重子,消費者,益田市,島根県,日本,中国地方,事務用-画材-10001876,事務用品,画材,"Binney & Smith スケッチ帳, 大容量パック",4348.4,2,0.3,-1491.6,35.4723,133.0505,雨宮 武,30000000,
5082,JP-2018-1245193,2018-10-12 00:00:00,2018-10-19 00:00:00,通常配送,貞茂-21100,貞広 茂,消費者,和泉市,大阪府,日本,関西地方,事務用-画材-10002047,事務用品,画材,"Binney & Smith 蛍光ペン, メタル",2380,2,0,140,34.6937,135.5023,金児 皐,50000000,
5083,JP-2018-1245193,2018-10-12 00:00:00,2018-10-19 00:00:00,通常配送,貞茂-21100,貞広 茂,消費者,和泉市,大阪府,日本,関西地方,家具-家具-10003946,家具,家具,"Tenex 時計, マルチパック",10062,3,0,4728,34.6937,135.5023,金児 皐,50000000,
5084,JP-2018-1245193,2018-10-12 00:00:00,2018-10-19 00:00:00,通常配送,貞茂-21100,貞広 茂,消費者,和泉市,大阪府,日本,関西地方,事務用-画材-10003541,事務用品,画材,"Boston キャンバス, メタル",10980,3,0,4938,34.6937,135.5023,金児 皐,50000000,
5085,JP-2018-1319057,2018-04-06 00:00:00,2018-04-10 00:00:00,通常配送,光皐-13135,光藤 皐,消費者,呉市,広島県,日本,中国地方,事務用-保管-10004987,事務用品,保管箱,"Rogers 棚, メタル",16320,4,0,7992,34.3963,132.4596,雨宮 武,30000000,
5086,JP-2018-1319057,2018-04-06 00:00:00,2018-04-10 00:00:00,通常配送,光皐-13135,光藤 皐,消費者,呉市,広島県,日本,中国地方,事務用-画材-10001319,事務用品,画材,"BIC ペン, 大容量パック",3395,5,0.3,435,34.3963,132.4596,雨宮 武,30000000,
5087,JP-2018-1319057,2018-04-06 00:00:00,2018-04-10 00:00:00,通常配送,光皐-13135,光藤 皐,消費者,呉市,広島県,日本,中国地方,事務用-文房-10002512,事務用品,文房具,"Elite はさみ, 青",1502,1,0,254,34.3963,132.4596,雨宮 武,30000000,
5088,JP-2018-1319057,2018-04-06 00:00:00,2018-04-10 00:00:00,通常配送,光皐-13135,光藤 皐,消費者,呉市,広島県,日本,中国地方,家電-事務-10002507,家電,事務機器,"OKI データ レシート プリンター, 高耐久性",41010,5,0,13530,34.3963,132.4596,雨宮 武,30000000,
5089,JP-2018-1319057,2018-04-06 00:00:00,2018-04-10 00:00:00,通常配送,光皐-13135,光藤 皐,消費者,呉市,広島県,日本,中国地方,家具-本棚-10003672,家具,本棚,"Dania 書庫, 従来型",96640,4,0,960,34.3963,132.4596,雨宮 武,30000000,
5090,JP-2018-1319057,2018-04-06 00:00:00,2018-04-10 00:00:00,通常配送,光皐-13135,光藤 皐,消費者,呉市,広島県,日本,中国地方,家具-椅子-10001645,家具,椅子,"Office Star スツール, 2 つセット",82222,7,0,18900,34.3963,132.4596,雨宮 武,30000000,
5091,JP-2016-2284041,2016-02-18 00:00:00,2016-02-20 00:00:00,ファースト クラス,二勇-21595,二井 勇,消費者,下関市,山口県,日本,中国地方,家電-付属-10000174,家電,付属品,"エナーマックス メモリ カード, リサイクル",17952,4,0.4,1496,34.1859,131.4714,雨宮 武,30000000,
5092,JP-2016-2284041,2016-02-18 00:00:00,2016-02-20 00:00:00,ファースト クラス,二勇-21595,二井 勇,消費者,下関市,山口県,日本,中国地方,家具-椅子-10001297,家具,椅子,"Novimex 椅子用マット, 赤",4507.2,2,0.4,-1880.8,34.1859,131.4714,雨宮 武,30000000,
5093,JP-2016-1791253,2016-05-05 00:00:00,2016-05-11 00:00:00,通常配送,板香-18430,板倉 香,消費者,新宿区,東京都,日本,関東地方,家電-コピ-10003430,家電,コピー機,"シャープ 家庭用コピー機, カラー",13763.2,2,0.15,3559.2,35.6895,139.6917,中吉 孝,50000000,
5094,JP-2016-2776388,2016-05-24 00:00:00,2016-05-29 00:00:00,通常配送,阪蓮-21700,阪東 蓮,小規模事業所,田辺市,和歌山県,日本,関西地方,事務用-画材-10000290,事務用品,画材,"Binney & Smith マーカー, 各種サイズ",5454,3,0,378,34.226,135.1675,金児 皐,50000000,
5095,JP-2019-1429200,2019-10-26 00:00:00,2019-10-28 00:00:00,セカンド クラス,鷹進-15985,鷹見 進,消費者,佐伯市,大分県,日本,九州,事務用-文房-10002141,事務用品,文房具,"Fiskars カッター ナイフ, 長方形",8592,4,0,3088,33.2382,131.6126,矢幡 翔太,35000000,
5096,JP-2019-1642865,2019-11-14 00:00:00,2019-11-18 00:00:00,セカンド クラス,武恵-17530,武藤 恵,消費者,新宿区,東京都,日本,関東地方,家電-電話-10003503,家電,電話機,"アップル ヘッドセット, 各種サイズ",12938.7,3,0.15,-2028.3,35.6895,139.6917,中吉 孝,50000000,○
5097,JP-2019-1642865,2019-11-14 00:00:00,2019-11-18 00:00:00,セカンド クラス,武恵-17530,武藤 恵,消費者,新宿区,東京都,日本,関東地方,事務用-保管-10004463,事務用品,保管箱,"Rogers フォルダ, メタル",10118.4,6,0.15,-1785.6,35.6895,139.6917,中吉 孝,50000000,○
5098,JP-2019-1642865,2019-11-14 00:00:00,2019-11-18 00:00:00,セカンド クラス,武恵-17530,武藤 恵,消費者,新宿区,東京都,日本,関東地方,事務用-ラベ-10001249,事務用品,ラベル,"Novimex 法的提出用ラベル, 赤",2332.4,4,0.15,596.4,35.6895,139.6917,中吉 孝,50000000,○
5099,JP-2019-1642865,2019-11-14 00:00:00,2019-11-18 00:00:00,セカンド クラス,武恵-17530,武藤 恵,消費者,新宿区,東京都,日本,関東地方,事務用-画材-10000508,事務用品,画材,"BIC マーカー, 青",10483.9,7,0.15,1103.9,35.6895,139.6917,中吉 孝,50000000,○
5100,JP-2019-1642865,2019-11-14 00:00:00,2019-11-18 00:00:00,セカンド クラス,武恵-17530,武藤 恵,消費者,新宿区,東京都,日本,関東地方,家電-付属-10003730,家電,付属品,"サンディスク ルータ, 高耐久性",72692,5,0.15,-7698,35.6895,139.6917,中吉 孝,50000000,○
5101,JP-2019-1642865,2019-11-14 00:00:00,2019-11-18 00:00:00,セカンド クラス,武恵-17530,武藤 恵,消費者,新宿区,東京都,日本,関東地方,家電-電話-10002858,家電,電話機,"アップル 信号ブースター, フル サイズ",23449.8,3,0.15,-3883.2,35.6895,139.6917,中吉 孝,50000000,○
5102,JP-2019-1642865,2019-11-14 00:00:00,2019-11-18 00:00:00,セカンド クラス,武恵-17530,武藤 恵,消費者,新宿区,東京都,日本,関東地方,事務用-文房-10002458,事務用品,文房具,"Elite 定規, 業務用",6116.6,7,0.15,2084.6,35.6895,139.6917,中吉 孝,50000000,○
5103,JP-2019-1642865,2019-11-14 00:00:00,2019-11-18 00:00:00,セカンド クラス,武恵-17530,武藤 恵,消費者,新宿区,東京都,日本,関東地方,事務用-クリ-10002850,事務用品,クリップ,"OIC ペーパー クリップ, メタル",4122.5,5,0.15,1212.5,35.6895,139.6917,中吉 孝,50000000,○
5104,JP-2019-1642865,2019-11-14 00:00:00,2019-11-18 00:00:00,セカンド クラス,武恵-17530,武藤 恵,消費者,新宿区,東京都,日本,関東地方,事務用-バイ-10004069,事務用品,バインダー,"Avery バインダー カバー, クリア",2386.8,4,0.15,-341.2,35.6895,139.6917,中吉 孝,50000000,○
5105,JP-2019-1642865,2019-11-14 00:00:00,2019-11-18 00:00:00,セカンド クラス,武恵-17530,武藤 恵,消費者,新宿区,東京都,日本,関東地方,事務用-文房-10002720,事務用品,文房具,"Acme 定規, 青",2840.7,3,0.15,-405.3,35.6895,139.6917,中吉 孝,50000000,○
5106,JP-2018-1439547,2018-08-18 00:00:00,2018-08-23 00:00:00,通常配送,藤久-13120,藤曲 久美子,大企業,安城市,愛知県,日本,中部地方,家具-本棚-10002249,家具,本棚,"Safco キャビネット, 白",57120,5,0,15420,35.1802,136.9066,辻岡 美羽,40000000,
5107,JP-2018-1439547,2018-08-18 00:00:00,2018-08-23 00:00:00,通常配送,藤久-13120,藤曲 久美子,大企業,安城市,愛知県,日本,中部地方,事務用-封筒-10004531,事務用品,封筒,"Ames テープ付き, 赤",1482,1,0,58,35.1802,136.9066,辻岡 美羽,40000000,
5108,JP-2019-1423709,2019-12-24 00:00:00,2019-12-29 00:00:00,通常配送,友四-21280,友枝 四郎,消費者,新宿区,東京都,日本,関東地方,家具-本棚-10004988,家具,本棚,"Dania 書庫, 黒",103062.5,5,0.15,15762.5,35.6895,139.6917,中吉 孝,50000000,
5109,JP-2019-3580674,2019-06-13 00:00:00,2019-06-18 00:00:00,通常配送,深孝-20770,深田 孝,大企業,足利市,栃木県,日本,関東地方,家具-本棚-10002249,家具,本棚,"Safco キャビネット, 白",57120,5,0,15420,36.5658,139.8836,中吉 孝,50000000,
5110,JP-2019-3580674,2019-06-13 00:00:00,2019-06-18 00:00:00,通常配送,深孝-20770,深田 孝,大企業,足利市,栃木県,日本,関東地方,事務用-クリ-10001023,事務用品,クリップ,"Stockwell クランプ, メタル",2580,2,0,748,36.5658,139.8836,中吉 孝,50000000,
5111,JP-2016-1064044,2016-08-30 00:00:00,2016-09-03 00:00:00,通常配送,内正-17575,内田 正,消費者,四国中央市,愛媛県,日本,四国,事務用-文房-10001462,事務用品,文房具,"Fiskars カッター ナイフ, 業務用",4952,2,0,170,33.8416,132.7657,川波 結菜,20000000,
5112,JP-2016-1064044,2016-08-30 00:00:00,2016-09-03 00:00:00,通常配送,内正-17575,内田 正,消費者,四国中央市,愛媛県,日本,四国,事務用-ラベ-10000595,事務用品,ラベル,"Harbour Creations ファイル フォルダ ラベル, 白",1164,2,0,92,33.8416,132.7657,川波 結菜,20000000,
5113,JP-2016-1064044,2016-08-30 00:00:00,2016-09-03 00:00:00,通常配送,内正-17575,内田 正,消費者,四国中央市,愛媛県,日本,四国,事務用-文房-10002826,事務用品,文房具,"Acme 裁断機, スチール",8796,3,0,3690,33.8416,132.7657,川波 結菜,20000000,
5114,JP-2018-1322836,2018-10-12 00:00:00,2018-10-17 00:00:00,通常配送,菊延-13765,菊間 延,大企業,いわき市,福島県,日本,東北地方,家具-椅子-10002018,家具,椅子,"Novimex ビーチ チェア, 赤",5515.2,3,0.4,-3586.8,37.7503,140.4676,駒田 静香,20000000,
5115,JP-2018-1322836,2018-10-12 00:00:00,2018-10-17 00:00:00,通常配送,菊延-13765,菊間 延,大企業,いわき市,福島県,日本,東北地方,家電-コピ-10003469,家電,コピー機,"キヤノン ファックスとコピー機, デジタル",15278.4,2,0.4,-3821.6,37.7503,140.4676,駒田 静香,20000000,
5116,JP-2018-1322836,2018-10-12 00:00:00,2018-10-17 00:00:00,通常配送,菊延-13765,菊間 延,大企業,いわき市,福島県,日本,東北地方,家電-コピ-10004403,家電,コピー機,"HP 無線ファックス, 赤",14336.4,1,0.4,1672.4,37.7503,140.4676,駒田 静香,20000000,
5117,JP-2018-1322836,2018-10-12 00:00:00,2018-10-17 00:00:00,通常配送,菊延-13765,菊間 延,大企業,いわき市,福島県,日本,東北地方,家電-付属-10003344,家電,付属品,"ベルキン メモリ カード, 高耐久性",13802.4,3,0.4,-4143.6,37.7503,140.4676,駒田 静香,20000000,
5118,JP-2018-1322836,2018-10-12 00:00:00,2018-10-17 00:00:00,通常配送,菊延-13765,菊間 延,大企業,いわき市,福島県,日本,東北地方,事務用-画材-10002685,事務用品,画材,"BIC キャンバス, 大容量パック",4317.6,2,0.4,-1442.4,37.7503,140.4676,駒田 静香,20000000,
5119,JP-2017-1429200,2017-02-10 00:00:00,2017-02-12 00:00:00,ファースト クラス,鳴節-10765,鳴川 節子,小規模事業所,久留米市,福岡県,日本,九州,家電-事務-10003686,家電,事務機器,"パナソニック インクジェット, 白",124200,6,0,49680,33.6064,130.4181,矢幡 翔太,35000000,
5120,JP-2019-1442307,2019-12-29 00:00:00,2020-01-02 00:00:00,通常配送,滝紅-21025,滝川 紅子,小規模事業所,八尾市,大阪府,日本,関西地方,事務用-ラベ-10004737,事務用品,ラベル,"Harbour Creations 輸送用ラベル, 赤",5264,7,0,2310,34.6937,135.5023,金児 皐,50000000,
5121,JP-2019-1442307,2019-12-29 00:00:00,2020-01-02 00:00:00,通常配送,滝紅-21025,滝川 紅子,小規模事業所,八尾市,大阪府,日本,関西地方,事務用-バイ-10002640,事務用品,バインダー,"カーディナル 穴あけパンチ, クリア",1884,1,0,470,34.6937,135.5023,金児 皐,50000000,
5122,JP-2019-1442307,2019-12-29 00:00:00,2020-01-02 00:00:00,通常配送,滝紅-21025,滝川 紅子,小規模事業所,八尾市,大阪府,日本,関西地方,事務用-クリ-10000372,事務用品,クリップ,"Stockwell クランプ, 大容量パック",2512,2,0,800,34.6937,135.5023,金児 皐,50000000,
5123,JP-2019-2493387,2019-01-07 00:00:00,2019-01-11 00:00:00,セカンド クラス,三誠-19090,三溝 誠,消費者,河内長野市,大阪府,日本,関西地方,事務用-ラベ-10004190,事務用品,ラベル,"Harbour Creations ファイル フォルダ ラベル, 高耐久性",1216,2,0,328,34.6937,135.5023,金児 皐,50000000,
5124,JP-2019-2623350,2019-12-23 00:00:00,2019-12-23 00:00:00,即日配送,阿真-11125,阿藤 真,小規模事業所,福山市,広島県,日本,中国地方,事務用-クリ-10001561,事務用品,クリップ,"Stockwell 輪ゴム, 大容量パック",2204,2,0,880,34.3963,132.4596,雨宮 武,30000000,
5125,JP-2016-1365884,2016-04-30 00:00:00,2016-05-06 00:00:00,通常配送,安桜-21895,安尾 桜,大企業,京田辺市,京都府,日本,関西地方,事務用-保管-10001497,事務用品,保管箱,"Smead 棚, 業務用",9882,3,0,4050,35.0214,135.7556,金児 皐,50000000,
5126,JP-2018-1090061,2018-05-11 00:00:00,2018-05-16 00:00:00,通常配送,本陽-19240,本原 陽子,消費者,堺市堺区,大阪府,日本,関西地方,家電-電話-10004468,家電,電話機,"ノキア 充電器, 青",84808,2,0,18656,34.6937,135.5023,金児 皐,50000000,
5127,JP-2016-1142337,2016-11-17 00:00:00,2016-11-21 00:00:00,通常配送,谷大-14605,谷奥 大地,消費者,加古川市,兵庫県,日本,関西地方,事務用-バイ-10000269,事務用品,バインダー,"カーディナル 穴あけパンチ, 高耐久性",6060,3,0,846,34.6913,135.183,金児 皐,50000000,
5128,JP-2016-1142337,2016-11-17 00:00:00,2016-11-21 00:00:00,通常配送,谷大-14605,谷奥 大地,消費者,加古川市,兵庫県,日本,関西地方,家具-本棚-10001461,家具,本棚,"イケア キャビネット, 黒",47930,5,0,6710,34.6913,135.183,金児 皐,50000000,
5129,JP-2019-1244337,2019-09-17 00:00:00,2019-09-19 00:00:00,セカンド クラス,草実-18640,草間 実,大企業,船橋市,千葉県,日本,関東地方,事務用-保管-10003904,事務用品,保管箱,"Fellowes 棚, 青",4627.2,2,0.4,-2914.8,35.6046,140.1233,中吉 孝,50000000,○
5130,JP-2017-2028434,2017-02-28 00:00:00,2017-02-28 00:00:00,即日配送,伊誠-15385,伊原 誠,消費者,田川郡川崎町,福岡県,日本,九州,家具-本棚-10004146,家具,本棚,"Bush クラシック スタイルの本棚, 従来型",82536,3,0,13200,33.6064,130.4181,矢幡 翔太,35000000,
5131,JP-2019-1388533,2019-03-06 00:00:00,2019-03-11 00:00:00,通常配送,長美-11095,長洲 美優,大企業,猿島郡境町,茨城県,日本,関東地方,事務用-画材-10003840,事務用品,画材,"BIC スケッチ帳, 各種サイズ",6912,2,0,2280,36.3418,140.4468,中吉 孝,50000000,
5132,JP-2019-1388533,2019-03-06 00:00:00,2019-03-11 00:00:00,通常配送,長美-11095,長洲 美優,大企業,猿島郡境町,茨城県,日本,関東地方,家電-付属-10004116,家電,付属品,"ベルキン メモリ カード, リサイクル",22524,3,0,4278,36.3418,140.4468,中吉 孝,50000000,
5133,JP-2019-1388533,2019-03-06 00:00:00,2019-03-11 00:00:00,通常配送,長美-11095,長洲 美優,大企業,猿島郡境町,茨城県,日本,関東地方,家電-付属-10001019,家電,付属品,"エナーマックス キーパッド, プログラミング可能",3922,1,0,626,36.3418,140.4468,中吉 孝,50000000,
5134,JP-2016-1446369,2016-09-08 00:00:00,2016-09-13 00:00:00,通常配送,谷貞-12940,谷口 貞子,小規模事業所,市原市,千葉県,日本,関東地方,家電-事務-10001469,家電,事務機器,"パナソニック プリンター, 高耐久性",21328.8,2,0.4,-12087.2,35.6046,140.1233,中吉 孝,50000000,
5135,JP-2017-1446369,2017-04-26 00:00:00,2017-05-03 00:00:00,通常配送,鈴直-21805,鈴井 直樹,大企業,高岡市,富山県,日本,中部地方,事務用-バイ-10002892,事務用品,バインダー,"アコ 穴あけパンチ, 高耐久性",10540,5,0,3790,36.6953,137.2113,辻岡 美羽,40000000,
5136,JP-2017-1446369,2017-04-26 00:00:00,2017-05-03 00:00:00,通常配送,鈴直-21805,鈴井 直樹,大企業,高岡市,富山県,日本,中部地方,家電-付属-10001153,家電,付属品,"ロジクール キーボード, エコノミー",9660,2,0,192,36.6953,137.2113,辻岡 美羽,40000000,
5137,JP-2017-2079101,2017-05-16 00:00:00,2017-05-20 00:00:00,通常配送,菅正-20230,菅谷 正,大企業,猿島郡境町,茨城県,日本,関東地方,家具-本棚-10000304,家具,本棚,"Bush 本棚, メタル",57386,7,0,16632,36.3418,140.4468,中吉 孝,50000000,
5138,JP-2017-2079101,2017-05-16 00:00:00,2017-05-20 00:00:00,通常配送,菅正-20230,菅谷 正,大企業,猿島郡境町,茨城県,日本,関東地方,事務用-保管-10001265,事務用品,保管箱,"Rogers ファイル カート, 青",28320,3,0,255,36.3418,140.4468,中吉 孝,50000000,
5139,JP-2018-1385890,2018-11-27 00:00:00,2018-11-29 00:00:00,ファースト クラス,富四-12280,富永 四郎,消費者,小山市,栃木県,日本,関東地方,事務用-画材-10004582,事務用品,画材,"Binney & Smith ペン, メタル",2640,3,0,738,36.5658,139.8836,中吉 孝,50000000,
5140,JP-2018-1096350,2018-04-27 00:00:00,2018-05-01 00:00:00,通常配送,住義-16750,住岡 義雄,消費者,新宿区,東京都,日本,関東地方,事務用-封筒-10004048,事務用品,封筒,"Jiffy クラフト封筒, リサイクル",2488.8,6,0.15,928.8,35.6895,139.6917,中吉 孝,50000000,
5141,JP-2018-1096350,2018-04-27 00:00:00,2018-05-01 00:00:00,通常配送,住義-16750,住岡 義雄,消費者,新宿区,東京都,日本,関東地方,事務用-保管-10003944,事務用品,保管箱,"Smead フォルダ, フル サイズ",992.8,1,0.15,-90.2,35.6895,139.6917,中吉 孝,50000000,
5142,JP-2018-2902713,2018-10-22 00:00:00,2018-10-27 00:00:00,通常配送,平翼-12895,平川 翼,消費者,米子市,鳥取県,日本,中国地方,家具-椅子-10001207,家具,椅子,"SAFCO ロッキング チェア, 赤",71952,8,0,20864,35.5039,134.2377,雨宮 武,30000000,
5143,JP-2018-2902713,2018-10-22 00:00:00,2018-10-27 00:00:00,通常配送,平翼-12895,平川 翼,消費者,米子市,鳥取県,日本,中国地方,事務用-封筒-10003690,事務用品,封筒,"Kraft 社内用封筒, シルバー",13152,4,0,1840,35.5039,134.2377,雨宮 武,30000000,
5144,JP-2018-2292886,2018-10-18 00:00:00,2018-10-20 00:00:00,ファースト クラス,高結-20035,高良 結衣,小規模事業所,福山市,広島県,日本,中国地方,事務用-クリ-10004232,事務用品,クリップ,"Stockwell 画鋲, 各種サイズ",706,1,0,176,34.3963,132.4596,雨宮 武,30000000,
5145,JP-2019-1268557,2019-07-09 00:00:00,2019-07-11 00:00:00,セカンド クラス,川進-19615,川久保 進,消費者,四国中央市,愛媛県,日本,四国,家電-付属-10002879,家電,付属品,"エナーマックス マウス, プログラミング可能",8358,3,0,4008,33.8416,132.7657,川波 結菜,20000000,
5146,JP-2018-1099497,2018-06-09 00:00:00,2018-06-14 00:00:00,通常配送,大大-15565,大澤 大和,消費者,青森市,青森県,日本,東北地方,事務用-ラベ-10000866,事務用品,ラベル,"Novimex 取り外し可能ラベル, 調整可能",2072,4,0,248,40.8244,140.74,駒田 静香,20000000,
5147,JP-2018-1099497,2018-06-09 00:00:00,2018-06-14 00:00:00,通常配送,大大-15565,大澤 大和,消費者,青森市,青森県,日本,東北地方,事務用-文房-10003506,事務用品,文房具,"Fiskars 大型のはさみ, 長方形",5912,2,0,2480,40.8244,140.74,駒田 静香,20000000,
5148,JP-2016-1699434,2016-01-28 00:00:00,2016-02-01 00:00:00,セカンド クラス,秋涼-15070,秋庭 涼,消費者,伊豆の国市,静岡県,日本,中部地方,事務用-紙-10003763,事務用品,紙,"サンディスク 硫酸紙, プレミアム",5347.2,8,0.4,-1964.8,34.9769,138.3831,辻岡 美羽,40000000,
5149,JP-2018-1592300,2018-12-12 00:00:00,2018-12-14 00:00:00,セカンド クラス,安桜-21895,安尾 桜,大企業,新宿区,東京都,日本,関東地方,事務用-紙-10000988,事務用品,紙,"サンディスク スケジュール帳, プレミアム",5399.2,4,0.15,-640.8,35.6895,139.6917,中吉 孝,50000000,○
5150,JP-2018-1592300,2018-12-12 00:00:00,2018-12-14 00:00:00,セカンド クラス,安桜-21895,安尾 桜,大企業,新宿区,東京都,日本,関東地方,事務用-封筒-10000695,事務用品,封筒,"Cameo クラフト封筒, 赤",2218.5,3,0.15,100.5,35.6895,139.6917,中吉 孝,50000000,○
5151,JP-2018-1592300,2018-12-12 00:00:00,2018-12-14 00:00:00,セカンド クラス,安桜-21895,安尾 桜,大企業,新宿区,東京都,日本,関東地方,事務用-バイ-10001508,事務用品,バインダー,"カーディナル とじ機, エコノミー",14101.5,5,0.15,-338.5,35.6895,139.6917,中吉 孝,50000000,○
5152,JP-2018-1592300,2018-12-12 00:00:00,2018-12-14 00:00:00,セカンド クラス,安桜-21895,安尾 桜,大企業,新宿区,東京都,日本,関東地方,家具-椅子-10002910,家具,椅子,"Hon 椅子用マット, 調整可能",13151.2,4,0.15,2935.2,35.6895,139.6917,中吉 孝,50000000,○
5153,JP-2016-3058976,2016-10-14 00:00:00,2016-10-17 00:00:00,ファースト クラス,鳥葵-16240,鳥海 葵,大企業,加古川市,兵庫県,日本,関西地方,事務用-封筒-10002369,事務用品,封筒,"GlobeWeis テープ付き, 50 枚セット",2852,2,0,1340,34.6913,135.183,金児 皐,50000000,
5154,JP-2016-3058976,2016-10-14 00:00:00,2016-10-17 00:00:00,ファースト クラス,鳥葵-16240,鳥海 葵,大企業,加古川市,兵庫県,日本,関西地方,事務用-アプ-10003608,事務用品,アプライアンス,"ハミルトンビーチ コーヒーミル, シルバー",23152,8,0,1616,34.6913,135.183,金児 皐,50000000,
5155,JP-2016-1035496,2016-09-23 00:00:00,2016-09-29 00:00:00,通常配送,新皐-16615,新宅 皐,大企業,茨木市,大阪府,日本,関西地方,家電-電話-10003063,家電,電話機,"サムスン オーディオ ドック, 各種サイズ",33936,3,0,255,34.6937,135.5023,金児 皐,50000000,
5156,JP-2017-2600690,2017-12-07 00:00:00,2017-12-11 00:00:00,通常配送,藤真-18820,藤戸 真弓,消費者,三島市,静岡県,日本,中部地方,事務用-文房-10002720,事務用品,文房具,"Acme 定規, 青",2673.6,4,0.4,-1654.4,34.9769,138.3831,辻岡 美羽,40000000,○
5157,JP-2019-1045002,2019-03-27 00:00:00,2019-03-31 00:00:00,通常配送,美勇-11425,美野 勇,消費者,高砂市,兵庫県,日本,関西地方,家電-事務-10001343,家電,事務機器,"パナソニック レシート プリンター, 白",47724,6,0,10020,34.6913,135.183,金児 皐,50000000,
5158,JP-2017-2501433,2017-06-23 00:00:00,2017-06-27 00:00:00,通常配送,宮輝-21295,宮原 輝,消費者,茨木市,大阪府,日本,関西地方,事務用-保管-10004072,事務用品,保管箱,"Fellowes フォルダ, 業務用",8960,5,0,3580,34.6937,135.5023,金児 皐,50000000,○
5159,JP-2017-2501433,2017-06-23 00:00:00,2017-06-27 00:00:00,通常配送,宮輝-21295,宮原 輝,消費者,茨木市,大阪府,日本,関西地方,事務用-紙-10001611,事務用品,紙,"サンディスク ノート, リサイクル",9910,5,0,1090,34.6937,135.5023,金児 皐,50000000,○
5160,JP-2017-2501433,2017-06-23 00:00:00,2017-06-27 00:00:00,通常配送,宮輝-21295,宮原 輝,消費者,茨木市,大阪府,日本,関西地方,事務用-文房-10003112,事務用品,文房具,"Stiletto はさみ, スチール",10738,7,0,1386,34.6937,135.5023,金児 皐,50000000,○
5161,JP-2019-1865575,2019-08-05 00:00:00,2019-08-06 00:00:00,ファースト クラス,多颯-11365,多胡 颯太,大企業,春日市,福岡県,日本,九州,家具-椅子-10000166,家具,椅子,"Office Star ビーチ チェア, 2 つセット",15384,4,0,1840,33.6064,130.4181,矢幡 翔太,35000000,
5162,JP-2019-1865575,2019-08-05 00:00:00,2019-08-06 00:00:00,ファースト クラス,多颯-11365,多胡 颯太,大企業,春日市,福岡県,日本,九州,事務用-画材-10003415,事務用品,画材,"Binney & Smith キャンバス, メタル",10524,3,0,1050,33.6064,130.4181,矢幡 翔太,35000000,
5163,JP-2018-3611051,2018-06-14 00:00:00,2018-06-20 00:00:00,通常配送,倉翼-20110,倉本 翼,消費者,枚方市,大阪府,日本,関西地方,家具-家具-10003680,家具,家具,"Advantus 積み重ねトレイ, マルチパック",1762,1,0,528,34.6937,135.5023,金児 皐,50000000,
5164,JP-2018-3611051,2018-06-14 00:00:00,2018-06-20 00:00:00,通常配送,倉翼-20110,倉本 翼,消費者,枚方市,大阪府,日本,関西地方,事務用-クリ-10003588,事務用品,クリップ,"OIC ペーパー クリップ, 12 パック",1848,2,0,312,34.6937,135.5023,金児 皐,50000000,
5165,JP-2018-3611051,2018-06-14 00:00:00,2018-06-20 00:00:00,通常配送,倉翼-20110,倉本 翼,消費者,枚方市,大阪府,日本,関西地方,家具-椅子-10003604,家具,椅子,"Hon 肘掛け椅子, 2 つセット",91878,3,0,27558,34.6937,135.5023,金児 皐,50000000,
5166,JP-2019-1389235,2019-06-05 00:00:00,2019-06-07 00:00:00,セカンド クラス,寒茂-16315,寒河江 茂,消費者,青森市,青森県,日本,東北地方,事務用-画材-10004918,事務用品,画材,"Binney & Smith ペン, 各種サイズ",4032,4,0,40,40.8244,140.74,駒田 静香,20000000,
